username,date,retweets,favorites,text,hashtags
blogalanadi,2017-02-07 05:41,0,0,#airfrance #klm #easyjet #koreanair #omanair #hainanairlines #thaiairways #virginamerica #aircanada #norwegian #cheapticketshop #cheapticket pic.twitter.com/Ddx33W52Cd,#airfrance #klm #easyjet #koreanair #omanair #hainanairlines #thaiairways #virginamerica #aircanada #norwegian #cheapticketshop #cheapticket
ProgressingSF,2017-02-07 04:20,0,0,#ViewFromTheTop #VirginAmerica somewhere over #UnitedStates @United… https://www. instagram.com/p/BQNIQGuDBHFU 5YEJKC_nWZQJe0Z4Ckns6RI1z40/ …,#ViewFromTheTop #VirginAmerica #UnitedStates
ProgressingSF,2017-02-07 04:18,0,0,"My sexy yet extremely full plane #VirginAmerica #NYC #SFO @Merced,… https://www. instagram.com/p/BQNH_WMDEzzt 0RnMCWsSZbcdh7wn3JgXCxobpY0/ …",#VirginAmerica #NYC #SFO
blogalanadi,2017-02-07 02:07,0,0,#airfrance #klm #easyjet #koreanair #omanair #hainanairlines #thaiairways #virginamerica #aircanada #norwegian #cheapticketshop #domain pic.twitter.com/D19GJYnY4V,#airfrance #klm #easyjet #koreanair #omanair #hainanairlines #thaiairways #virginamerica #aircanada #norwegian #cheapticketshop #domain
DealsToAustin,2017-02-06 19:13,0,0,$139* & up -- Last Minute Winter Fares from Austin (One Way) http:// bit.ly/2jmV5Zn #aus #san #virginamerica pic.twitter.com/YILObnJNUz,#aus #san #virginamerica
aviation_tech,2017-02-06 17:33,0,2,#amateurshot #virginamerica leaving in a beautiful #dulles #sunset #avgeek @Dulles_Airport @VirginAmerica pic.twitter.com/kSbCrAeiFQ,#amateurshot #virginamerica #dulles #sunset #avgeek
blogalanadi,2017-02-06 15:05,0,0,#airfrance #klm #easyjet #koreanair #omanair #hainanairlines #thaiairways #virginamerica #aircanada #norwegian #cheapticketshop #domain pic.twitter.com/C5rurkQ7u4,#airfrance #klm #easyjet #koreanair #omanair #hainanairlines #thaiairways #virginamerica #aircanada #norwegian #cheapticketshop #domain
laptoptravel,2017-02-06 09:35,1,1,REVIEW #VirginAmerica Booking & Check-In Experience on Mobile App & Website - Part of My #Alaska #Mega #MileageRun http:// buff.ly/2jMRPK9 pic.twitter.com/TU8ZLtr8wD,#VirginAmerica #Alaska #Mega #MileageRun
blogalanadi,2017-02-06 08:31,0,0,#turkishairlines #emirates #britishairways #qatarairways #singaporeairlines #lufthansa #airfrance #klm #virginamerica #aircanada #norwegian pic.twitter.com/tA0OpoKOvc,#turkishairlines #emirates #britishairways #qatarairways #singaporeairlines #lufthansa #airfrance #klm #virginamerica #aircanada #norwegian
YouMayPass_,2017-02-06 03:04,0,1,"""Virgin America is Pure Magic"" https://www. linkedin.com/pulse/virgin-a merica-pure-magic-macy-passawe … on @LinkedIn #virginamerica #alaskaairlines #virgin #airlines #differentworks",#virginamerica #alaskaairlines #virgin #airlines #differentworks
DebbiDiMaggio,2017-02-06 01:24,0,1,Touchdown @flysfo @virginamerica #SFO #VirginAmerica http:// ift.tt/2kho0zU pic.twitter.com/eIsk0zDOIz,#SFO #VirginAmerica
dealstolasvegas,2017-02-05 22:11,0,0,$39* & up -- Last Minute Winter Fares from Vegas (One Way) http:// bit.ly/2iMtCBO #las #sfo #virginamerica pic.twitter.com/7Vs7tm8V7f,#las #sfo #virginamerica
ScottBarretto,2017-02-05 19:42,0,0,Homeward bound. _____________________ #goodbyela #tilnexttime #laxairport #virginamerica … https://www. instagram.com/p/BQJoGG5jA6U/,#goodbyela #tilnexttime #laxairport #virginamerica
DealsToLA,2017-02-05 19:12,0,0,"$149* -- Orlando to Los Angeles on Virgin America, O/W http:// bit.ly/2k2wGv4 #lax #mco #virginamerica pic.twitter.com/nqyPP5VibS",#lax #mco #virginamerica
airfaredealsbtd,2017-02-05 19:08,1,1,$39 & up -- Nationwide One-Way Fares into Spring http:// bit.ly/2jXeHCI #san #sfo #virginamerica pic.twitter.com/EFh0HZ8RML,#san #sfo #virginamerica
shelleyskincare,2017-02-05 13:35,0,2,"Sit back, relax and hydrate in-flight! #followme on #facebook #instagram #sunday #XOXO #S4skincare #virginamerica #travel #boomerang #fly pic.twitter.com/SlPbZqFBG5",#followme #facebook #instagram #sunday #XOXO #S4skincare #virginamerica #travel #boomerang #fly
ianmsantos,2017-02-04 21:16,0,0,"According to nicholastable, by breath STUNK today. #HeMightNotBeWrong #VirginAmerica #VXFLL #FLL … https://www. instagram.com/p/BQHOAu7lZn0/",#HeMightNotBeWrong #VirginAmerica #VXFLL #FLL
SolidK9Training,2017-02-04 17:49,1,1,Heading to #lax from #mco on #virginamerica . Nice 5 hour direct flight Lots of great content… https://www. instagram.com/p/BQG2Yf5juLD/,#lax #mco #virginamerica
ianmsantos,2017-02-04 13:34,0,0,Nick! You're too young to be so tired! #VirginAmerica #VX #VXFLL #FLL @Fort… https://www. instagram.com/p/BQGZK_VFhbG/,#VirginAmerica #VX #VXFLL #FLL
TheLeaOchs,2017-02-04 13:33,0,1,First time flying @VirginAmerica and I'm hooked! May never fly @AmericanAir again! #travel #vegas #airlines #virginamerica #customerservice,#travel #vegas #airlines #virginamerica #customerservice
DealsToAustin,2017-02-04 11:39,0,0,$139* & up -- Last Minute Winter Fares from Austin (One Way) http:// bit.ly/2jmV5Zn #austin #virginamerica,#austin #virginamerica
hiddenangel1219,2017-02-04 11:19,0,0,First time taking Virgin America Airlines. Pretty fun lights :) #virginamerica #vacation … https://www. instagram.com/p/BQGJyLrAZUY/,#virginamerica #vacation
DigitalPals,2017-02-04 10:46,0,0,"Next stop: Austin, Texas #virginamerica pic.twitter.com/DlajidHdPg",#virginamerica
laptoptravel,2017-02-03 21:38,0,0,My #VirginAmerica Booking & Check-In Experience on Mobile App & Website - All Part of My #Alaska #Mega #MileageRun http:// buff.ly/2jMFQqZ pic.twitter.com/Vh8H8uQSNY,#VirginAmerica #Alaska #Mega #MileageRun
laptoptravel,2017-02-03 20:35,0,1,Our First #VirginAmerica (But Really an #AlaskaAirlines ) #MileageRun Merger Creates Opportunities - An Introduction http:// buff.ly/2jMDs3y pic.twitter.com/Y7WeSbWMed,#VirginAmerica #AlaskaAirlines #MileageRun
Jalope12,2017-02-03 19:49,0,0,Good start to the weekend. #virginamerica #vegas http:// ift.tt/2l1Tv2G pic.twitter.com/ImUVJxQGn3,#virginamerica #vegas
laptoptravel,2017-02-03 18:37,1,0,#VirginAmerica Booking and Check-In Experience on Mobile App & Website - All Part of My #Alaska #Mega #MileageRun http:// bit.ly/2jI6N4g pic.twitter.com/L8JqTfSgwE,#VirginAmerica #Alaska #Mega #MileageRun
Pirate_Popsicle,2017-02-03 18:05,0,0,Great views from space - space monkey! #virginamerica #chicago #businesstripsarenttoobad … https://www. instagram.com/p/BQETZrrA97-/,#virginamerica #chicago #businesstripsarenttoobad
laptoptravel,2017-02-03 15:31,0,1,Our First #VirginAmerica (But Really an #AlaskaAirlines ) #MileageRun Why Am I Doing This? - An Introduction http:// buff.ly/2l5vq6Y pic.twitter.com/6QfXYu3gdf,#VirginAmerica #AlaskaAirlines #MileageRun
laptoptravel,2017-02-03 12:42,0,0,My First #VirginAmerica (But Really an #AlaskaAirlines ) #MileageRun Why Am I Doing This? - An Introduction http:// bit.ly/2l4hWcL pic.twitter.com/HberzJhiAm,#VirginAmerica #AlaskaAirlines #MileageRun
plewbergoober,2017-02-03 10:18,0,0,out SF! See ya in a lil bit #homewardbound #flysfo #virginamerica @San Francisco… https://www. instagram.com/p/BQDd_iYjBF-/,#homewardbound #flysfo #virginamerica
juani_lara_,2017-02-03 08:51,0,0,Ya me voy... #letstakethisthingforaspinalready #virginamerica #vagabondshoes #nomad #patadeperro … https://www. instagram.com/p/BQDUAVBAomA/,#letstakethisthingforaspinalready #virginamerica #vagabondshoes #nomad #patadeperro
DealsToLA,2017-02-03 07:48,0,1,$39* & up -- Last Minute Winter Fares from LA (One Way) http:// bit.ly/2jdhKpT #losangeles #virginamerica,#losangeles #virginamerica
airfaredealsbtd,2017-02-03 07:12,1,0,$39 & up -- Nationwide One-Way Fares into Spring http:// bit.ly/2jXeHCI #airfare #virginamerica #sfo #las,#airfare #virginamerica #sfo #las
airfaredealsbtd,2017-02-02 22:15,2,0,"$49* & up -- Alaska Airlines Fares from SoCal, One Way http:// bit.ly/2k1kA1G #lax #las #virginamerica pic.twitter.com/Mgmf1NP4Uv",#lax #las #virginamerica
ESCSEagles,2017-02-02 20:42,0,0,Grand prize winner will receive 2 round trip flights on Virgin America airlines to LA & 2 Disneyland tickets! #virginamerica #disneyland pic.twitter.com/p1JllG2QeB,#virginamerica #disneyland
DealsToAustin,2017-02-02 19:13,0,0,$139* & up -- Last Minute Winter Fares from Austin (One Way) http:// bit.ly/2jmV5Zn #aus #san #virginamerica pic.twitter.com/c3ML9JG6SX,#aus #san #virginamerica
Dimitris_BK1997,2017-02-02 14:42,0,0,I'm gonna be so jet-lagged when I surprise everyone on the East Coast #ShaNasty #VIRGINAMERICA,#ShaNasty #VIRGINAMERICA
ErikAvery2,2017-02-02 12:48,0,0,"Flying virgin isn't bad at all #virginamerica #sfo #aus #san #erikavery @San Diego, California https://www. instagram.com/p/BQBKZUSjojY/",#virginamerica #sfo #aus #san #erikavery
ErikAvery2,2017-02-02 12:02,0,0,Tail end of night time ahead #goodmornjngtexas #virginamerica #erikavery #austinsunrise … https://www. instagram.com/p/BQBFIlIjR0x/,#goodmornjngtexas #virginamerica #erikavery #austinsunrise
Gate2Adventures,2017-02-02 02:27,0,0,definitely a different experience. Hopefully @AlaskaAir will keep the spirit going. See you soon #virginamerica,#virginamerica
Gate2Adventures,2017-02-02 02:10,0,0,My first flight with #virginamerica . Great service and super friendly and funny crew. Really… https://www. instagram.com/p/BQABWUBhcD4/,#virginamerica
UpgradeMySeatUS,2017-02-02 01:20,0,2,@VirginAmerica Thanks for following! #VirginAmerica,#VirginAmerica
Yoshio9,2017-02-02 01:01,0,0,#virginamerica pic.twitter.com/fbVZ5Macye,#virginamerica
evilriver,2017-02-02 00:22,0,4,LAX #REDEYE #VIRGINAMERICA,#REDEYE #VIRGINAMERICA
mrperez247,2017-02-01 22:40,0,0,1/2 @VirginAmerica Just landed at @flySFO with @Glee4Balistidae #virginamerica,#virginamerica
dealstolasvegas,2017-02-01 19:09,0,0,$39* & up -- Last Minute Winter Fares from Vegas (One Way) http:// bit.ly/2iMtCBO #las #dal #virginamerica pic.twitter.com/lSoaM9L9Bw,#las #dal #virginamerica
airfaredealsbtd,2017-02-01 19:06,1,0,$39 & up -- Nationwide One-Way Fares into Spring http:// bit.ly/2jXeHCI #las #lax #virginamerica,#las #lax #virginamerica
orinjpetals,2017-02-01 17:41,0,2,Boarding #virginamerica with the bday boy to see 500 career goals in Vancouver! #SJSharks @SanJoseSharks https:// twitter.com/sanjosesharks/ status/826912262027816960 …,#virginamerica #SJSharks
Cliffordnewyork,2017-02-01 11:21,0,0,See you in #LA #adventure #maledancer #malemodel #sunshine #and #goodtimes #virginamerica … https://www. instagram.com/p/BP-bqI4Bro0/,#LA #adventure #maledancer #malemodel #sunshine #and #goodtimes #virginamerica
Aviationizer,2017-02-01 10:00,0,0,"10,000 Free Alaska Miles - Deadline Extended - View from the Wing #AlaskaAirlines #VirginAmerica http:// aviation.trendolizer.com/2017/02/10000- free-alaska-miles---deadline-extended---view-from-the-wing.html …",#AlaskaAirlines #VirginAmerica
DealsToLA,2017-02-01 06:44,0,0,$39* & up -- Last Minute Winter Fares from LA (One Way) http:// bit.ly/2iWpDiS #losangeles #virginamerica,#losangeles #virginamerica
airfaredealsbtd,2017-02-01 05:40,1,0,$59* & up -- Last Minute Winter Fares from SF (One Way) http:// bit.ly/2ksdYgY #airfare #virginamerica #sfo,#airfare #virginamerica #sfo
ttravel_agency,2017-02-01 04:06,0,0,#VirginAmerica chair Don Carty heads to Hawaii after Alaska Air merger. Read more: http:// owler.us/ab0F2G $ VA,#VirginAmerica
dealstolasvegas,2017-01-31 22:40,0,0,$39* & up -- Last Minute Winter Fares from Vegas (One Way) http:// bit.ly/2iMtCBO #las #lsx #virginamerica pic.twitter.com/djlTGzlMKX,#las #lsx #virginamerica
mrgarrettlong,2017-01-31 22:08,0,1,@VirginAmerica change and cancel flights options are broken on the site. Chat isn't working either. Need help!! #virginamerica,#virginamerica
lwsantiago,2017-01-31 22:05,0,0,#forever #grateful to be apart of this #group of #teammates #virginamerica #promoteamvx … https://www. instagram.com/p/BP9AidPFJ6a/,#forever #grateful #group #teammates #virginamerica #promoteamvx
DealsToAustin,2017-01-31 19:24,0,0,$139* & up -- Last Minute Winter Fares from Austin (One Way) http:// bit.ly/2jmV5Zn #aus #sfo #virginamerica pic.twitter.com/ugmkC8XZWN,#aus #sfo #virginamerica
brianwhat,2017-01-31 16:47,0,0,Heading home.. #VirginAmerica #AirlineLife #SFO to #JFK https://www. instagram.com/p/BP8cKY5lC5Y/,#VirginAmerica #AirlineLife #SFO #JFK
DriftrTravels,2017-01-31 15:11,1,1,"Good Deal! #VirginAmerica Flight Sale!! One-Way Flights To Los Angeles, San Francisco, Mexico & More From $39!… https:// twitter.com/i/web/status/8 26522953202298880 … vi",#VirginAmerica
TravelPiratesUS,2017-01-31 15:10,1,0,"#VirginAmerica Flight Sale!! One-Way Flights To Los Angeles, San Francisco, Mexico & More From $39! http://www. travelpirates.com/r/4320-30 pic.twitter.com/hy5SCQusar",#VirginAmerica
raycho_sos,2017-01-31 14:00,0,0,I have no time to be looking for receipts right now. #strugglingcollegestudent #virginamerica,#strugglingcollegestudent #virginamerica
carlos70vera,2017-01-30 22:05,0,2,So why is @Delta airlines hiring such bad people to work for them ! Last flight sucked ! Next #virginamerica,#virginamerica
DealsToLA,2017-01-30 19:09,0,0,"$219-$339* -- Last-Minute Hawaii Flights from LA or SF, O/W http:// bit.ly/2kHBkMn #lax #ogg #sfo #virginamerica",#lax #ogg #sfo #virginamerica
DealsToFlorida,2017-01-30 19:07,0,0,$109* & up -- Last Minute Winter Fares from FLL (One Way) http:// bit.ly/2jOyvYR #fll #jfk #virginamerica pic.twitter.com/PBqimcMh0b,#fll #jfk #virginamerica
JoeCOside,2017-01-30 11:44,0,0,#virginamerica flight landing at SAN. pic.twitter.com/6gfFzV8OJJ – bei San Diego International Airport (SAN),#virginamerica
Sf_Shopaholic,2017-01-30 09:42,0,0,I love how we get complimentary checked in bags at the gate of the plane is full. #virginamerica,#virginamerica
lwsantiago,2017-01-29 20:56,0,0,A HUGE THANK YOU to @hollysterrr :) we here at #virginamerica #loveyou #promoteamVX #iamalaska … https://www. instagram.com/p/BP3vAPGFDR6/,#virginamerica #loveyou #promoteamVX #iamalaska
jetstream108,2017-01-29 20:06,0,1,"#Delta , #KLM , and #VirginAmerica Air Lines experiencing delays caused by a reservation system outage.",#Delta #KLM #VirginAmerica
DannyDlo,2017-01-29 18:35,0,0,I LOVE MY JOB #RAMPLIFE #LGA #VIRGINAMERICA @Terminal C - LaGuardia… https://www. instagram.com/p/BP3e5i7AjakK _i0SJu8nhz3Of1-I-KopQypSg40/ …,#RAMPLIFE #LGA #VIRGINAMERICA
DannyDlo,2017-01-29 15:37,0,0,BYE BYE #VIRGINAMERICA #LGA #RAMPLIFE @Terminal C - LaGuardia Airport https://www. instagram.com/p/BP3Ke_UAn4II JBsIURMrUZp-8nbYPEqCXg60Sg0/ …,#VIRGINAMERICA #LGA #RAMPLIFE
AchimNowak,2017-01-29 10:00,0,0,Experiment with Boldness http:// buff.ly/2jClTEa #creativity #success #leadership #marketing #virginamerica pic.twitter.com/JJsbI5ilLe,#creativity #success #leadership #marketing #virginamerica
AchimNowak,2017-01-28 16:00,2,0,What Virgin Airlines Knows http:// buff.ly/2jCkNbp #virginamerica #richardbranson #creativity #success #leadership pic.twitter.com/gHqh3Tjs4k,#virginamerica #richardbranson #creativity #success #leadership
ianmsantos,2017-01-28 14:07,0,0,"Lots of gifts at the gate today. (Also, special message via sean_owens_.) #VirginAmerica … https://www. instagram.com/p/BP0bbIsl6Zh/",#VirginAmerica
ProgressingSF,2017-01-28 13:07,0,0,God damn glare from the wing and the woman won't put her window shade down. #VirginAmerica pic.twitter.com/UdDMys7Est,#VirginAmerica
tabitharussell,2017-01-28 12:37,0,0,thanks y'all for a wonderful flight & a fun safety video to watch #virginamerica #geekout #cool,#virginamerica #geekout #cool
jumpseatpro,2017-01-28 11:16,0,0,#Repost theadventuresofjetjustin ・・・ An airplane named Desire #N637VA #virginamerica … https://www. instagram.com/p/BP0H2mvDZVb/,#Repost #N637VA #virginamerica
UnitedFlyerHD,2017-01-28 11:09,19,43,"Alaska+Virgin special ""More to Love"" B737-900ER (N493AS) departing Houston IAH 15R #avgeek #boeing737 #alaskaairlines #virginamerica #boeing pic.twitter.com/Fj7gK6JZEz",#avgeek #boeing737 #alaskaairlines #virginamerica #boeing
ProgressingSF,2017-01-28 10:35,0,0,#Breakfast before take off #VirginAmerica @flysfo @virginamerica @… https://www. instagram.com/p/BP0DKyMDrNAg 50QGeSgpV6GKlNJEQnzDLfwpis0/ …,#Breakfast #VirginAmerica
dianedanamac,2017-01-28 06:48,0,1,#Boston to #sanfrancisco for @TheOpenGroup event next week #ogSFO . #sunrise #virginamerica @Virgin #lovemyjob pic.twitter.com/RUNzyD4Umw,#Boston #sanfrancisco #ogSFO #sunrise #virginamerica #lovemyjob
VioletKanian,2017-01-27 18:06,0,2,#TGIF #shoot days are the best days. #bts #setlife #host #tvhost #virginamerica #redhot … https://www. instagram.com/p/BPySDKPDUhs/,#TGIF #shoot #bts #setlife #host #tvhost #virginamerica #redhot
ynottonycom,2017-01-27 14:42,0,0,"#virginamerica #vx954 #SFO to #SAN T Minus ""Any Minute Now"" & Counting! I LOVE Virgin America!",#virginamerica #vx954 #SFO #SAN
Marquis_Miami,2017-01-27 12:20,0,1,I was truly shocked that in first class your crew didn't even offer hot towels.... #virginAmerica is looking better and better,#virginAmerica
jessiewardhume,2017-01-27 09:03,0,0,#planeselfie #nobabies #holycanoli #virginamerica #njtola amymarie_nolan @Virgin America -… https://www. instagram.com/p/BPxT0lhgzzg/,#planeselfie #nobabies #holycanoli #virginamerica #njtola
DealsToLA,2017-01-27 07:46,0,0,$59* & up -- Last Minute Winter Fares from LA (One Way) http:// bit.ly/2jdhKpT #losangeles #virginamerica,#losangeles #virginamerica
dealstolasvegas,2017-01-27 07:42,0,0,$59* & up -- Last Minute Winter Fares from Vegas (One Way) http:// bit.ly/2jGpqnG #lasvegas #las #virginamerica,#lasvegas #las #virginamerica
airfaredealsbtd,2017-01-27 07:27,1,0,$119* & up -- Last Minute Winter Fares from NYC (One Way) http:// bit.ly/2kulkMD #virginamerica #jfk #airfare,#virginamerica #jfk #airfare
amandabarnesab,2017-01-27 04:53,3,0,#RichardBranson #virginamerica #ThomsonHolidays #bbcnews https:// twitter.com/amandabarnesab /status/824628447838220290 …,#RichardBranson #virginamerica #ThomsonHolidays #bbcnews
fernand45915152,2017-01-27 00:33,0,0,. @Flyprdu en #Periscope : Going to #PAXSOUTH2017 on #virginamerica 218 w/ @Tons0fun no lo van ver por mucho tiempo https://www. pscp.tv/w/a1mBhzFkcmpl UHh5V2FLYkd8MXlvS01xV0J5cFlLUUt65xFskJERn7xEElJYHFc4BIHogRp5Uwpbdieheo2V …,#Periscope #PAXSOUTH2017 #virginamerica
DoodCat,2017-01-26 23:42,0,2,"This jet setter life has got the best of me, I'm a sleepy #jetlagged baby if anyone is wondering. But I like #virginamerica an awful lot!",#jetlagged #virginamerica
jzoglin,2017-01-26 23:28,1,3,#virginamerica #love ewr-sfo let me on earlier flight than reserved room for carry on arrive50' early. 3 hours early home to c my kids TY,#virginamerica #love
Aviationizer,2017-01-26 19:26,0,0,"Have a #VirginAmerica Account? Don't Forget to Claim Your 10,000 Alaska Miles for Everyone in Your Family -... http:// aviation.trendolizer.com/2017/01/have-a -virgin-america-account-dont-forget-to-claim-your-10000-alaska-miles-for-everyone-in-your-fami.html …",#VirginAmerica
DealsToLA,2017-01-26 19:08,0,0,"$149* -- Orlando to Los Angeles on Virgin America, O/W http:// bit.ly/2k2wGv4 #lax #mco #virginamerica",#lax #mco #virginamerica
TravisHitt1,2017-01-26 15:41,0,1,Vacation starts now... @kimber_emmott #relax #vaction #losangeles #virginamerica #diffy … https://www. instagram.com/p/BPvcpZplEZ8/,#relax #vaction #losangeles #virginamerica #diffy
TopClassActions,2017-01-26 15:00,0,0,Airline Can’t Dodge #VirginAmerica #WageClassAction Lawsuithttp://tca.la/66p,#VirginAmerica #WageClassAction
ianmsantos,2017-01-26 14:21,0,0,#TBT : Gate training with Grace... we're back at it tonight! #VirginAmerica #VXFLL #FLL … https://www. instagram.com/p/BPvTagkFHgL/,#TBT #VirginAmerica #VXFLL #FLL
Flyprdu,2017-01-26 13:42,1,2,Going to #PAXSOUTH2017 on #virginamerica 218 w/ @Tons0fun https://www. pscp.tv/w/a1jpBjFQWEVk eFZ6a1pFZXZ8MXlvS01xV0J5cFlLUbrvyqHrz6ChUm8v9flfDKMKznfwCDrAP78ii1jw8N12 …,#PAXSOUTH2017 #virginamerica
amyjvolkers,2017-01-26 11:13,0,0,Thank you #TMobile and #VirginAmerica for free wifi & texting inflight. First VA flight so just discovered it! Won't be our last,#TMobile #VirginAmerica
airfaredealsbtd,2017-01-25 22:17,2,0,$99* & up -- Last Minute Winter Fares from Dallas (One Way) http:// bit.ly/2kuzkGt #dal #lax #virginamerica pic.twitter.com/V3WoGPZlya,#dal #lax #virginamerica
dealstolasvegas,2017-01-25 19:18,0,0,$59* & up -- Last Minute Winter Fares from Vegas (One Way) http:// bit.ly/2iMtCBO #las #lax #virginamerica pic.twitter.com/71EWx93Poh,#las #lax #virginamerica
airfaredealsbtd,2017-01-25 19:14,1,0,$119* & up -- Last Minute Winter Fares from NYC (One Way) http:// bit.ly/2kulkMD #nyc #las #virginamerica pic.twitter.com/VoVYjOTjaO,#nyc #las #virginamerica
PandorasWay,2017-01-25 16:54,0,1,That sucks! Fly #VirginAmerica #virginatlantic now part of #AlaskaAirlines,#VirginAmerica #virginatlantic #AlaskaAirlines
lwsantiago,2017-01-25 13:05,0,0,Probably our #last recurrent as #virginamerica at HQ :) #crewlife #flightattendant #iamalaska … https://www. instagram.com/p/BPsl8xAlvfT/,#last #virginamerica #crewlife #flightattendant #iamalaska
DealsToAustin,2017-01-25 07:02,0,0,$145* & up -- Last Minute Winter Fares from Austin (One Way) http:// bit.ly/2jmV5Zn #austin #virginamerica,#austin #virginamerica
airfaredealsbtd,2017-01-25 06:45,1,1,$69* & up -- Last Minute Winter Fares from SF (One Way) http:// bit.ly/2ksdYgY #airfare #virginamerica #sfo,#airfare #virginamerica #sfo
heathwhyr,2017-01-25 01:47,0,1,just flew @VirginAmerica for the first time and it def won't be the last! loved everything about it! check out those lights! #virginamerica pic.twitter.com/bHxsZ6IHX9,#virginamerica
Bombero359,2017-01-24 21:55,0,0,Pink interiors and Pink Skies #VirginAmerica #VirginGotMeLike #airbus #a320 … https://www. instagram.com/p/BPq92IChpJs/,#VirginAmerica #VirginGotMeLike #airbus #a320
Bombero359,2017-01-24 21:47,0,0,Pink interiors and Pink Skies #VirginAmerica #VirginGotMeLike #airbus … https://www. instagram.com/p/BPq82W0h4wJ/,#VirginAmerica #VirginGotMeLike #airbus
Bombero359,2017-01-24 21:18,0,0,Pink interiors and Pink Skies #VirginAmerica #VirginGotMeLike #airbus … https://www. instagram.com/p/BPq5mVQhmyf/,#VirginAmerica #VirginGotMeLike #airbus
Bombero359,2017-01-24 21:15,0,0,Pink interiors and Pink Skies #VirginAmerica #VirginGotMeLike #airbus #a320 #ViewFromTheWing … https://www. instagram.com/p/BPq5POfh8v1/,#VirginAmerica #VirginGotMeLike #airbus #a320 #ViewFromTheWing
DealsToLA,2017-01-24 19:14,0,0,"$149* -- Orlando to Los Angeles on Virgin America, O/W http:// bit.ly/2k2wGv4 #lax #mco #virginamerica",#lax #mco #virginamerica
losakoa,2017-01-24 18:21,0,0,@GogoInflight $33 dollars for internet..... on a plane..... the fuck? #youreserious #virginamerica,#youreserious #virginamerica
lwsantiago,2017-01-24 14:07,0,0,#03JAN2012 #virginamerica #inflight #class #reunited for our 5th #recurrent #celebrating 5 years… https://www. instagram.com/p/BPqIM7yl209/,#03JAN2012 #virginamerica #inflight #class #reunited #recurrent #celebrating
jamesknight1010,2017-01-24 04:41,0,0,Time to go home. Til next Time Bay Area! . #virginairlines #virginamerica #sanfrancisco … https://www. instagram.com/p/BPpFcCGjE8U/,#virginairlines #virginamerica #sanfrancisco
Dealatron,2017-01-23 23:44,0,0,The Virgin America $500 Giveaway | Gothamist Shop https:// shop.gothamist.com/giveaways/the- 500-to-virgin-america-giveaway?gid=906847 … #sweeps #virginamerica #free,#sweeps #virginamerica #free
bethany_giesler,2017-01-23 21:51,0,0,"In a gesture of love, Alaska pilot will donate kidney to flight attendant... http:// ln.is/gPcUD by #VirginAmerica via @c0nvey",#VirginAmerica
ttravel_agency,2017-01-23 19:08,0,0,Alaska Air Group reports $82M in Q4 costs to complete #VirginAmerica takeover. Read more: http:// owler.us/ab8bz2 $ VA,#VirginAmerica
MsJackieJacobs,2017-01-23 12:00,0,1,Was smooth sailing in the air with #virginamerica new codeshare with #AlaskaAir #wingshot … https://www. instagram.com/p/BPmKiA9jjdW/,#virginamerica #AlaskaAir #wingshot
SLS_Records,2017-01-22 23:59,0,1,We don't thank @AlaskaAir enough for their amazing customer service and VIP treatment! Our preferred airlines! @SLSeventgroup #virginamerica,#virginamerica
MEsbin,2017-01-22 20:20,1,1,Slept through drink service and now so thirsty while stuck on this plane for 8 hours. :( @VirginAmerica #virginamerica,#virginamerica
jdlasica,2017-01-22 13:41,0,0,"Is this pokiness normal? @Gogo speeds on @VirginAmerican right now: 0.41mbps down, 0.29mbps up. #virginamerica",#virginamerica
Risket,2017-01-22 13:01,0,0,"So like.... #VirginAmerica is pretty awesome. Complimentary alcohol, snazzy screens, free… https:// goo.gl/U9WB9z pic.twitter.com/CgmqiWzc4Z",#VirginAmerica
AunYeWest,2017-01-22 00:32,0,0,Desperately missing my VX wings and everything about NY #VirginAmerica,#VirginAmerica
david_kapsner,2017-01-21 21:17,0,0,I hope and pray that @AlaskaAir keeps LAX-OGG route after their decision on keeping or folding all of #VirginAmerica assets.,#VirginAmerica
lindsaymrk,2017-01-21 17:47,0,0,Virgin love with these two. #virginamerica @Virgin America Headquarters https://www. instagram.com/p/BPizEkxjoZR/,#virginamerica
ChadJamesSpeaks,2017-01-21 16:42,0,0,JetBlue Airways Flies High in 4Q16 http:// marketrealist.com/2017/01/jetblu e-airways-flies-high-in-4q16/ … #B6 #JetBlue #VirginAmerica #WestCoast,#B6 #JetBlue #VirginAmerica #WestCoast
Aviationizer,2017-01-21 12:59,0,0,Should I convert #VirginAmerica points to #Alaska miles now? - TravelSkills http:// aviation.trendolizer.com/2017/01/should -i-convert-virgin-america-points-to-alaska-miles-now---travelskills.html …,#VirginAmerica #Alaska
chris_n_weho,2017-01-21 11:36,1,2,vacation. starts. now. #virginamerica #lax #biggaycruise #atlantisevents @Terminal 3 - Los… https://www. instagram.com/p/BPiIpN-gRJJ/,#virginamerica #lax #biggaycruise #atlantisevents
DealsToLA,2017-01-21 10:34,0,0,$49* & up -- Last Minute Winter Fares from LA (One Way) http:// bit.ly/2iWpDiS #losangeles #virginamerica,#losangeles #virginamerica
TexasHuntinGirl,2017-01-21 10:02,0,0,Look of so exhausted your almost drooling but can't sleep in the terminal because you want to sleep on the plane #thatsme #virginamerica,#thatsme #virginamerica
airfaredealsbtd,2017-01-20 21:52,1,0,"$79* & up -- Last Minute Winter Fares from San Diego, O/W http:// bit.ly/2jz6l4V #airfare #virginamerica #san",#airfare #virginamerica #san
