username,date,retweets,favorites,text,hashtags,sentiment
AirfareMiles,2017-03-11 09:37,0,0,#Poll Do you want #Free #AirlineMiles ? #Delta #United #AmericanAirlines #VirginAmerica #Travel #Airfare #Miles,#Poll #Free #AirlineMiles #Delta #United #AmericanAirlines #VirginAmerica #Travel #Airfare #Miles,neutral
PalmGuards,2017-03-11 07:11,0,2,#peelandprotect #CBS #healthcare #touchablegerms #Doctors #VirginAmerica pic.twitter.com/NDGk9qXKOK,#peelandprotect #CBS #healthcare #touchablegerms #Doctors #VirginAmerica,positive
Bigkaterekat,2017-03-11 06:41,0,0,That's why I fly @VirginAmerica #VirginAmerica https:// twitter.com/cnn/status/840 510363279994880 â¦,#VirginAmerica,neutral
ChillKid501,2017-03-11 01:01,0,0,Vacay is over back to the grind in the am...at least I get to call #VirginAmerica home! #Moonlight #Virgin #seeingRed,#VirginAmerica #Moonlight #Virgin #seeingRed,positive
airfaredealsbtd,2017-03-11 00:40,1,0,"$74* & up -- Nationwide Flights into June, One Way http:// bit.ly/2lMOmfH #airfare #virginamerica #las #sfo",#airfare #virginamerica #las #sfo,neutral
cnlsnic,2017-03-11 00:38,0,0,"As long as you have a heart, you can always go home #home #blessed #ilovenewyork #virginamerica rules the sky pic.twitter.com/789ohEwWvM",#home #blessed #ilovenewyork #virginamerica,positive
DeryckMichael,2017-03-10 21:44,0,0,Pretty epic shot headed into #Vegas #flight #VirginAmerica #Traveler #weekendtrip #sunset â¦ https://www. instagram.com/p/BRe0WWLlI0b/,#Vegas #flight #VirginAmerica #Traveler #weekendtrip #sunset,positive
AskMyTravelGuru,2017-03-10 19:28,1,0,Amazing Airfare Deals From #VirginAmerica With Flights From $46 http:// bit.ly/2mrWXTD #travel #cheapflights #traveldeals #avgeek pic.twitter.com/q0SME597JX,#VirginAmerica #travel #cheapflights #traveldeals #avgeek,neutral
SubwayTokenFlms,2017-03-10 17:32,0,0,@VirginAmerica why such a cluster f$ck today? Huge lines. Stressed staff. Delays. Delays. Delays. #virginamerica,#virginamerica,negative
realArmanZ,2017-03-10 17:20,0,3,"I don't always fly first class but when I do, maybe @Strebel has something to do with it. #virginamerica #pagely #workhardplayhard pic.twitter.com/X9p6X2DcCg",#virginamerica #pagely #workhardplayhard,positive
ColeDallas,2017-03-10 16:09,0,3,When you jump on an earlier flight and find out the one prior and after are delayed 3+ hrs. #relief #ahhh #virginamerica #cominghome,#relief #ahhh #virginamerica #cominghome,neutral
jLthe6,2017-03-10 12:41,0,1,Key #takeaway : Co-branding = Doing More with Less #Entourage by #HBO & #virginamerica > Listen 3:45-8:18 #KLM & #airbnb #Hyundai & #Prada https:// twitter.com/davidbsavage/s tatus/839869675009900546 â¦,#takeaway #Entourage #HBO #virginamerica #KLM #airbnb #Hyundai #Prada,neutral
ttravel_agency,2017-03-10 07:31,0,0,#VirginAmerica joins RDU International lineup. Read more: http:// owler.us/acnh6X $ VA,#VirginAmerica,neutral
airfaredealsbtd,2017-03-10 06:52,0,0,$46* & up -- Virgin America Flights from Vegas (One Way) http:// bit.ly/2iMtCBO #airfare #las #virginamerica,#airfare #las #virginamerica,neutral
ttravel_agency,2017-03-10 04:02,0,0,#VirginAmerica coming to RDU. Read more: http:// owler.us/acndks $ VA,#VirginAmerica,neutral
ttravel_agency,2017-03-10 04:01,0,0,#VirginAmerica to debut at RDU with nonstop San Francisco flight. Read more: http:// owler.us/acndkr $ VA,#VirginAmerica,neutral
Yoshio9,2017-03-10 03:49,0,0,have a feeling these colors will be part of the new Alaska/Virgin brand. So long purple and pink #moodlights #virginamerica #alaskaair https:// twitter.com/virginamerica/ status/839989188514709504 â¦,#moodlights #virginamerica #alaskaair,positive
AirTravellerorg,2017-03-09 22:49,0,0,#AlaskaAirlines - #VirginAmerica adds direct #NewOrleans to #SanFrancisco flight,#AlaskaAirlines #VirginAmerica #NewOrleans #SanFrancisco,neutral
riyakapoorsf,2017-03-09 22:08,0,0,Thank you @AlaskaAir #MostWestCoast #virginamerica pic.twitter.com/7MV5QFq9Ol,#MostWestCoast #virginamerica,positive
loulousfo,2017-03-09 20:41,0,1,I got me some free Beignets!! Thank you #alaskaAirlines and #virginamerica for the #mostWestCoast https://www. instagram.com/p/BRcIR2WgwgS/,#alaskaAirlines #virginamerica #mostWestCoast,positive
ORDInsider,2017-03-09 20:40,1,3,#VX24 (SFO-JFK) is diverting to Chicago for an unspecified medical emergency #ORD #airportops #ORDops #VirginAmerica #Redwood #VRD24 pic.twitter.com/RjxtjRufyM,#VX24 #ORD #airportops #ORDops #VirginAmerica #Redwood #VRD24,neutral
DealsToLA,2017-03-09 19:20,0,0,"$219-$249* -- Spring Hawaii Flights from LA or SF, O/W http:// bit.ly/2kHBkMn #lax #sfo #virginamerica pic.twitter.com/mtESvlfEBL",#lax #sfo #virginamerica,neutral
marriottraleigh,2017-03-09 19:11,0,0,RDU launches nonstop flight to San Francisco via Virgin America http:// wr.al/17Xlu #directflight #rduairport #virginamerica,#directflight #rduairport #virginamerica,neutral
Sups_N_downs126,2017-03-09 17:39,0,1,My day went from me scheduling the wrong exam to winning a free trip to anywhere in the US! Thanks #virginamerica,#virginamerica,positive
AskMyTravelGuru,2017-03-09 17:32,1,1,Amazing Airfare Deals From #VirginAmerica With Flights From $46 http:// bit.ly/2m7IdXE #travel #cheapflights #traveldeals #avgeek pic.twitter.com/KQE5ghXesp,#VirginAmerica #travel #cheapflights #traveldeals #avgeek,neutral
GoDigitalFish,2017-03-09 17:32,1,1,Amazing Airfare Deals From #VirginAmerica With Flights From $46 http:// buff.ly/2nknOil #travel #cheapflights #traveldeals #avgeek pic.twitter.com/Th2KhCHXvJ,#VirginAmerica #travel #cheapflights #traveldeals #avgeek,neutral
avid_larry,2017-03-09 17:03,0,0,Realizing the Service difference between VirginAmerica and Virgin Australia this afternoon. Like a craftily lit Spirit Air . #virginamerica,#virginamerica,neutral
WendyT23,2017-03-09 16:40,0,1,#AlaskaAirlines - #VirginAmerica adds direct #NewOrleans to #SanFrancisco flight http:// s.nola.com/AQqZF8Q #SFO,#AlaskaAirlines #VirginAmerica #NewOrleans #SanFrancisco #SFO,neutral
DatyeAtharvXWB,2017-03-09 16:29,0,0,Virgin America as always an amazing airline!! Thanks for this awesome flight to Dallas! #virginamerica #Dallas #sfo #avgeek pic.twitter.com/6MfNNYrYv0,#virginamerica #Dallas #sfo #avgeek,positive
DatyeAtharvXWB,2017-03-09 16:28,0,0,If only Virgin America had their Wi-Fi working I could've shown this spectacular mood lit journey to Dallas lol #avgeek #virginamerica #sky pic.twitter.com/Sx5XbLA7jb,#avgeek #virginamerica #sky,neutral
ttravel_agency,2017-03-09 13:28,0,0,#VirginAmerica 's new owner plans big route expansion from the Bay Area. Read more: http:// owler.us/acmPjo $ VA,#VirginAmerica,positive
kbrug3,2017-03-09 11:51,0,1,A girl could get used to this! #virginamerica #firstclass #iamalaska #spoiled #momentum @â¦ https://www. instagram.com/p/BRbLn_aBwTO/,#virginamerica #firstclass #iamalaska #spoiled #momentum,positive
ttravel_agency,2017-03-09 11:34,0,0,#VirginAmerica 's new owner plans big route expansion from the Bay Area. Read more: http:// owler.us/acmNVk $ VA,#VirginAmerica,positive
jgavejian,2017-03-09 11:30,0,0,Is this how you treat loyal customers? #virginamerica #horriblecustomerservice pic.twitter.com/wmanZOy5VC,#virginamerica #horriblecustomerservice,positive
ttravel_agency,2017-03-09 10:47,0,0,#VirginAmerica 's new owner plans big route expansion from the Bay Area. Read more: http:// owler.us/acmNh6 $ VA,#VirginAmerica,positive
ttravel_agency,2017-03-09 10:46,0,0,#VirginAmerica 's new owner plans big route expansion from the Bay Area. Read more: http:// owler.us/acmNh5 $ VA,#VirginAmerica,positive
WAMgirl,2017-03-08 22:57,0,1,#airlines #travel #jobs #careers #opportunities #Alaskaairlines #virginamerica #seattle #flightattendant #airports http://www. bizjournals.com/seattle/news/2 017/03/03/alaska-airlines-hiring-jobs-pilots-flight-agents.html?ana=yahoo â¦,#airlines #travel #jobs #careers #opportunities #Alaskaairlines #virginamerica #seattle #flightattendant #airports,positive
ChaiAsInTea,2017-03-08 21:53,0,0,Two pinks = awesome flight with free wifi! #TMobileWingman #virginamerica,#TMobileWingman #virginamerica,positive
ChaiAsInTea,2017-03-08 20:51,0,0,Fly mood lit! #virginamerica Makes you want mood lighting everywhere pic.twitter.com/rxlLnPPK15,#virginamerica,positive
dealstolasvegas,2017-03-08 19:05,0,0,$46* & up -- Virgin America Flights from Vegas (One Way) http:// bit.ly/2iMtCBO #las #lax #virginamerica pic.twitter.com/gnXI6qjxgv,#las #lax #virginamerica,neutral
hilariabaldwin,2017-03-08 15:38,0,18,"Meanwhile...30,000 feet up #virginamerica https://www. instagram.com/p/BRZA3exg_ZD/",#virginamerica,neutral
whit2sev,2017-03-08 14:35,0,0,@VirginAmerica no response 48 hours later. Solid customer service #virginamerica #support #loyalcustomer https:// twitter.com/whit2sev/statu s/838899650572726273 â¦,#virginamerica #support #loyalcustomer,positive
Rednimz,2017-03-08 14:19,0,0,Obligatory plane selfie! #Nomakeup #comfy #lax #Chicago #Flight0232 #VirginAmerica @Los Angelesâ¦ https://www. instagram.com/p/BRY30MCgHNN/,#Nomakeup #comfy #lax #Chicago #Flight0232 #VirginAmerica,neutral
slickta,2017-03-08 13:29,0,1,"@transportworker please don't run and hide from us! We really need a TA, we need your help! #virginamerica #weneedacontract",#virginamerica #weneedacontract,neutral
kixidoll,2017-03-08 11:17,0,1,Traveling~ #LAXtoBOS #virginamerica @Virgin America LAX https://www. instagram.com/p/BRYi9YKjvuJ/,#LAXtoBOS #virginamerica,neutral
DealsToAustin,2017-03-08 06:30,0,0,$145* & up -- Virgin America Flights from Austin (One Way) http:// bit.ly/2jmV5Zn #austin #virginamerica,#austin #virginamerica,neutral
airfaredealsbtd,2017-03-08 06:11,1,0,$134* & up -- Virgin America Flights from Newark (One Way) http:// bit.ly/2lXeAsk #airfare #virginamerica #ewr,#airfare #virginamerica #ewr,neutral
Listen2TheBeatt,2017-03-08 01:47,0,0,Accidentally booked my flight home incorrectly. Now flying to NYC instead of Boston. This will be fun #virginamerica,#virginamerica,neutral
lwsantiago,2017-03-08 00:41,0,0,#happybirthday to our #pilot #cheers #virginamerica #dallas #layover #tillthewheelsfalloff â¦ https://www. instagram.com/p/BRXaMopgkeE/,#happybirthday #pilot #cheers #virginamerica #dallas #layover #tillthewheelsfalloff,positive
ianmsantos,2017-03-07 22:04,0,0,#Sunset #Rain #VirginAmerica #VXFLL #VX #FLL @Fort Lauderdale-Hollywood International Airport https://www. instagram.com/p/BRXIPyujuKW/,#Sunset #Rain #VirginAmerica #VXFLL #VX #FLL,neutral
DealsToLA,2017-03-07 19:24,0,0,$59* & up -- Virgin America Flights from LA (One Way) http:// bit.ly/2jdhKpT #lax #sfo #virginamerica pic.twitter.com/8ax3cJWp4F,#lax #sfo #virginamerica,neutral
PaulDunn0501,2017-03-07 17:40,0,0,I still do no see the #virginamerica #miles that I am owed!!!,#virginamerica #miles,neutral
MICHAELXBURNS,2017-03-07 09:48,0,1,MickTec big thanks to Larry from #virginamerica who at the gate got me on my flight after i was bumped!,#virginamerica,positive
PalmGuards,2017-03-07 09:35,0,2,You can protect your hands from touchable germs even on airplanes #peelandprotect #airlines #VirginAmerica AlaskaAir #palmguards pic.twitter.com/164TQSQX5p,#peelandprotect #airlines #VirginAmerica #palmguards,positive
Drea_KnowsBest,2017-03-07 09:13,1,14,LAX delayed our flight so our pilot came out to play trivia games with us over the intercom. I'm weakkkk #VirginAmerica,#VirginAmerica,neutral
airfaredealsbtd,2017-03-06 22:06,1,0,"$78* & up -- Virgin America Flights from Seattle, One Way http:// bit.ly/2lxN7Rw #sea #ax #virginamerica pic.twitter.com/4fhfiknEOC",#sea #ax #virginamerica,neutral
whit2sev,2017-03-06 18:50,0,0,@VirginAmerica few minutes? Few hours? Few days? Never came on the whole flight #loyalcustomer #disappointed #virginamerica https:// twitter.com/whit2sev/statu s/838899408322310146 â¦,#loyalcustomer #disappointed #virginamerica,negative
whit2sev,2017-03-06 18:49,0,0,@VirginAmerica flight #0022 SFO-JFK with no channels makes a flight and no service regarding it #disappointed #virginamerica #loyalcustomer pic.twitter.com/sgp1sjMpkb,#0022 #disappointed #virginamerica #loyalcustomer,negative
laptoptravel,2017-03-06 16:09,0,1,Let's compare notes! #VirginAmerica Main Cabin In-Flight Experience: Pro's & Cons on #Mega #MileageRun http:// buff.ly/2kM9Wid pic.twitter.com/gkHw9WBAr7,#VirginAmerica #Mega #MileageRun,neutral
LUAWR23,2017-03-06 15:23,0,0,This is a #skyline ! #paxex #lga #19.08.2016 #n530va #virginamerica #airplane #flight #avgeek â¦ https://www. instagram.com/p/BRT1lBLDJ-o/,#skyline #paxex #lga #19 #n530va #virginamerica #airplane #flight #avgeek,positive
laptoptravel,2017-03-06 11:25,0,0,Review of #VirginAmerica The #Loft Lounge #LosAngeles #LAX #Airport 30+ Photos Along My #MileageRun http:// buff.ly/2lo0gMP pic.twitter.com/OpNPNuWcqV,#VirginAmerica #Loft #LosAngeles #LAX #Airport #MileageRun,positive
Aviationizer,2017-03-06 09:30,0,0,Leaked #AlaskaAirlines Mileage Plan Changes for Travel on #VirginAmerica - View from the Wing http:// aviation.trendolizer.com/2017/03/leaked -alaska-airlines-mileage-plan-changes-for-travel-on-virgin-america---view-from-the-wing.html â¦,#AlaskaAirlines #VirginAmerica,positive
JimmyatsevenR,2017-03-06 00:07,1,1,Virgin America Loft at LAX #virginamerica #avgeek #travelblogger #wanderlust http://www. drd4sevenr.com/?p=5299 pic.twitter.com/Nh0JhuI1t0,#virginamerica #avgeek #travelblogger #wanderlust,neutral
Aviationizer,2017-03-05 23:29,0,0,Leaked Benefits for #Alaska Mileage Plan Members on #VirginAmerica #ALASKAAIRLINES http:// aviation.trendolizer.com/2017/03/leaked -benefits-for-alaska-mileage-plan-members-on-virgin-america.html â¦ pic.twitter.com/XBo0yXFu1Q,#Alaska #VirginAmerica #ALASKAAIRLINES,neutral
ianmsantos,2017-03-05 22:46,0,0,#VirginAmerica #VXFLL #VX #FLL @Fort Lauderdale-Hollywood International Airport https://www. instagram.com/p/BRSDd4cDXE4/,#VirginAmerica #VXFLL #VX #FLL,neutral
ianmsantos,2017-03-05 22:36,0,0,Who's shoes? #VirginAmerica #VXFLL #VX #FLL @Fort Lauderdale-Hollywood International Airport https://www. instagram.com/p/BRSCS1djjHG/,#VirginAmerica #VXFLL #VX #FLL,neutral
laptoptravel,2017-03-05 22:00,0,0,#AlaskaAirlines - #VirginAmerica will provide more #SFO presence; No Difference in #TPA,#AlaskaAirlines #VirginAmerica #SFO #TPA,neutral
garcelledubois,2017-03-05 20:46,0,0,back to LA! ##virginamerica #timelapse @San Francisco International Airport (SFO) https://www. instagram.com/p/BRR1wqthQtz/,# #virginamerica #timelapse,negative
dealstolasvegas,2017-03-05 19:08,0,0,$59* & up -- Virgin America Flights from Vegas (One Way) http:// bit.ly/2iMtCBO #las #sfo #virginamerica pic.twitter.com/WOKEM2hWuM,#las #sfo #virginamerica,neutral
projectb612,2017-03-05 16:18,0,0,The rain in Spain stays mainly in the plane. #virginamerica #rain #raindrops #sfo https://www. instagram.com/p/BRRXGcCgmY9/,#virginamerica #rain #raindrops #sfo,positive
KittenWithAWisk,2017-03-05 15:08,0,1,Dear #VirginAmerica --- this is quite possibly one of the yummiest meals I've ever had! Koreanâ¦ https://www. instagram.com/p/BRRPBzOhvC3/,#VirginAmerica,negative
mrsshannonshell,2017-03-05 13:08,0,0,"For someone who flies #VirginAmerica everywhere they fly, I am SO disappointed with the customer service.",#VirginAmerica,negative
KittenWithAWisk,2017-03-05 09:46,0,0,Somewhere on that distant horizon.... #travelife #flybefree #VirginAmerica https://www. instagram.com/p/BRQqLEHB0kf/,#travelife #flybefree #VirginAmerica,neutral
KittenWithAWisk,2017-03-05 09:45,0,1,Good morning Bay Area! #BackOnTheMainland #VirginAmerica #travelife #SFO #RedEyeFlight https://www. instagram.com/p/BRQqCWtBt0P/,#BackOnTheMainland #VirginAmerica #travelife #SFO #RedEyeFlight,positive
shawn_styler,2017-03-04 16:40,1,0,I hope this isn't how #VirginAmerica repairs the more important parts of the plane. My chair didn't work very well this flight. pic.twitter.com/QdZebRLFS6,#VirginAmerica,positive
ianmsantos,2017-03-04 13:56,0,0,#Sunrise #VirginAmerica #VXFLL #FLL #VX @virginamerica @Fort Lauderdale-Hollywood Internationalâ¦ https://www. instagram.com/p/BROiCNrjX1E/,#Sunrise #VirginAmerica #VXFLL #FLL #VX,positive
airfaredealsbtd,2017-03-04 10:13,2,0,"$79* & up -- Virgin America Flights from San Diego, O/W http:// bit.ly/2jz6l4V #airfare #virginamerica #san",#airfare #virginamerica #san,neutral
DealsToAustin,2017-03-04 10:08,0,0,$145* & up -- Virgin America Flights from Austin (One Way) http:// bit.ly/2jmV5Zn #austin #virginamerica,#austin #virginamerica,neutral
DealsToLA,2017-03-04 10:08,0,0,$59* & up -- Virgin America Flights from LA (One Way) http:// bit.ly/2jdhKpT #losangeles #virginamerica,#losangeles #virginamerica,neutral
dealstolasvegas,2017-03-04 01:23,0,0,$59* & up -- Virgin America Flights from Vegas (One Way) http:// bit.ly/2iMtCBO #lasvegas #virginamerica,#lasvegas #virginamerica,neutral
laptoptravel,2017-03-03 20:25,1,0,Review: #VirginAmerica The #Loft Lounge #LosAngeles #LAX #Airport 30+ Photos Along My #MileageRun http:// buff.ly/2lF06fq pic.twitter.com/F3fiaRhrlU,#VirginAmerica #Loft #LosAngeles #LAX #Airport #MileageRun,positive
DjLAgger,2017-03-03 18:58,0,0,#AlaskaAirlines X #VirginAmerica #DonutsRuleEverythingAroundMe #Bacon #Donut #LosAngeles https://www. instagram.com/p/BRMft0Ghbod/,#AlaskaAirlines #VirginAmerica #DonutsRuleEverythingAroundMe #Bacon #Donut #LosAngeles,positive
timsandle,2017-03-03 18:53,2,2,Branson's new space adventure. Hit or miss? #Space #SpaceTourism #satellite #technology #virginamerica #earthonlocation #spaceexploration https:// twitter.com/digitaljournal /status/837521679945465856 â¦,#Space #SpaceTourism #satellite #technology #virginamerica #earthonlocation #spaceexploration,neutral
laptoptravel,2017-03-03 17:46,0,0,30+ Photos & Review: #VirginAmerica The #Loft Lounge #LosAngeles #LAX #Airport Along My #MileageRun http:// bit.ly/2lnLHbY pic.twitter.com/wUu82Wmp7s,#VirginAmerica #Loft #LosAngeles #LAX #Airport #MileageRun,positive
AleJesseLove,2017-03-03 15:09,0,0,"""I'll ALWAYS be a Virgin Guy. You know what I mean, you guys?"" #VirginAmerica http:// fb.me/1vvauW3Ow",#VirginAmerica,positive
garcelledubois,2017-03-03 14:47,0,4,off to Napa! #workhardplayharder ##virginamerica #timelapse #@Los Angeles Internationalâ¦ https://www. instagram.com/p/BRMDCoUB4vd/,#workhardplayharder # #virginamerica #timelapse #,positive
JesseMcCartney,2017-03-03 14:01,142,953,"I'll ALWAYS be a Virgin Guy. You know what I mean, you guys? #VirginAmerica pic.twitter.com/GZ3mSwERNm",#VirginAmerica,positive
ezjourneys,2017-03-03 13:57,1,0,Virgin America Loft at LAX may be closing soon-Here are some photos inside https:// ez-journeys.com/2017/03/03/vir gin-america-loft-at-lax-may-be-closing-soon-here-are-some-photos-inside/ â¦ #travel #LAX #virginamerica #prioritypass,#travel #LAX #virginamerica #prioritypass,positive
iammjmeng,2017-03-03 11:11,0,0,I'm a mess this morning! #missedmyflight and my bff is being maarti. Lol. #virginamerica â¦ https://www. instagram.com/p/BRLqSMTD2Wf/,#missedmyflight #virginamerica,positive
airfaredealsbtd,2017-03-03 07:25,1,0,"$159* & up -- Last Minute Winter Fares from Boston, One Way http:// bit.ly/2mlFKvZ #airfare #virginamerica #bos",#airfare #virginamerica #bos,neutral
dealstolasvegas,2017-03-02 22:11,0,0,$59* & up -- Virgin America Flights from Vegas (One Way) http:// bit.ly/2iMtCBO #las #sfo #virginamerica pic.twitter.com/i77IqP7qnS,#las #sfo #virginamerica,neutral
TheDottsyZ,2017-03-02 20:12,0,1,"Prayers one says on a plane: ""Lawd, please let that smell be onions and not BO. Amen."". #travel #flying #VirginAmerica #whatIsThatSmell",#travel #flying #VirginAmerica #whatIsThatSmell,neutral
DealsToLA,2017-03-02 19:07,1,2,$59* & up -- Virgin America Flights from LA (One Way) http:// bit.ly/2jdhKpT #lax #las #virginamerica pic.twitter.com/Ug9TTJ6lSE,#lax #las #virginamerica,neutral
tracylynne312,2017-03-02 12:31,0,2,Flew with @VirginAmerica today for the first time. Quite a pleasant experience. Must do again. :) #VirginAmerica pic.twitter.com/6hhQ460O04,#VirginAmerica,positive
_AwardBird,2017-03-02 11:16,0,0,"If you can you send us the link, we'd appreciate it #MileagePlan #VirginAmerica",#MileagePlan #VirginAmerica,neutral
_AwardBird,2017-03-02 11:10,0,0,"@AlaskaAir So, when can we see Virgin America award charts on the Alaska Airlines website? #MileagePlan #VirginAmerica",#MileagePlan #VirginAmerica,neutral
lamabo8,2017-03-01 21:04,0,0,"@VirginAmerica will be lucky if I ever chose to fly with you again, bumped on one flight and my bag ripped apart on the next #VirginAmerica pic.twitter.com/xLZoOnQaBS",#VirginAmerica,negative
DealsToLA,2017-03-01 19:06,0,0,"$149* -- Orlando to Los Angeles on Virgin America, O/W http:// bit.ly/2k2wGv4 #lax #mco #virginamerica pic.twitter.com/gmp6xOrRS2",#lax #mco #virginamerica,positive
laptoptravel,2017-03-01 17:48,1,0,Two #ESA One Passenger #VirginAmerica #JFK - #LAX That was a mess on that plane! pic.twitter.com/xJjtMr9VEl,#ESA #VirginAmerica #JFK #LAX,negative
davidrodwin,2017-03-01 11:46,0,0,#award for #bestmusical #onboard #Flyawaywithme #anyday #virginamerica puts a smile on my face.â¦ https://www. instagram.com/p/BRGktANBA-X/,#award #bestmusical #onboard #Flyawaywithme #anyday #virginamerica,positive
laptoptravel,2017-03-01 11:07,0,0,#ESA Two for One Deal Today? One in lap...1 on floor? Who approves this stuff? #VirginAmerica pic.twitter.com/SIhLGrb7cL,#ESA #VirginAmerica,neutral
vi_accent87,2017-03-01 08:37,0,1,Apparently #VirginAmerica has an inflight chat room! pic.twitter.com/UVTytAGQMJ,#VirginAmerica,neutral
DealsToAustin,2017-03-01 07:23,0,0,$145* & up -- Virgin America Flights from Austin (One Way) http:// bit.ly/2jmV5Zn #austin #virginamerica,#austin #virginamerica,neutral
airfaredealsbtd,2017-03-01 07:07,1,0,$69* & up -- Virgin America Flights from D.C. (One Way) http:// bit.ly/2mElHpU #airfare #virginamerica #iad,#airfare #virginamerica #iad,neutral
steen_machines,2017-02-28 21:25,0,0,Getting our Bob Ross on at work. #virginamerica #weallneedhelp @Virgin America Headquarters https://www. instagram.com/p/BRFCMQVllHK/,#virginamerica #weallneedhelp,positive
DealsToLA,2017-02-28 19:12,1,0,$59* & up -- Virgin America Flights from LA (One Way) http:// bit.ly/2jdhKpT #lax #sea #virginamerica pic.twitter.com/Bz0w5EiHYY,#lax #sea #virginamerica,neutral
dealstolasvegas,2017-02-28 19:12,1,0,$59* & up -- Virgin America Flights from Vegas (One Way) http:// bit.ly/2iMtCBO #las #sfo #virginamerica pic.twitter.com/8MfP9s82fB,#las #sfo #virginamerica,neutral
realArisTravels,2017-02-28 18:03,0,0,"Last chance for #VirginAmerica members to get 10,000 free #AlaskaAir miles. Offer ends today! https:// aristravels.com/last-chance-to -get-10000-bonus-alaska-mileage-plan-miles/ â¦ pic.twitter.com/SqNw5gl3Z3",#VirginAmerica #AlaskaAir,neutral
john_threat,2017-02-28 15:32,0,2,"Taking #virginamerica into #losangeles with the hottest #hacker #screenplay worth 100,000 #bitcoin #ethereum #hacking #cyberwar #infosec",#virginamerica #losangeles #hacker #screenplay #bitcoin #ethereum #hacking #cyberwar #infosec,positive
laptoptravel,2017-02-28 13:45,0,1,It's a #Delta positionong for #VirginAmerica credited to @AlaskaAir I have posted but not under Delta runs,#Delta #VirginAmerica,neutral
ColbyAmanda,2017-02-27 21:23,0,0,2.27.17 Unexpected travel ... but #virginamerica is where it's at! #travel #lastmin #lax #la â¦ https://www. instagram.com/p/BRCdLpIBwC2/,#virginamerica #travel #lastmin #lax #la,positive
KoolKyle81,2017-02-27 19:37,0,0,#NYC Bound... #worktime #StevieWonder #VirginAmerica #grateful #GodisGreat #iplayguitar @Losâ¦ https://www. instagram.com/p/BRCRDoDjiZO/,#NYC #worktime #StevieWonder #VirginAmerica #grateful #GodisGreat #iplayguitar,positive
sjswanson2,2017-02-27 14:38,1,0,Consistently the worst airline experience with @united Wondering why I fly 100K miles per year with them #United #SFO #EWR #virginamerica,#United #SFO #EWR #virginamerica,negative
LeeJamesWilson,2017-02-27 14:22,0,0,"#virginamerica returning home after delay coming, rude miserable staff on check in, do you have one decent friendly person working for you?",#virginamerica,negative
lushlyssa,2017-02-27 11:46,0,0,Omg I just saw a fine muthafuckin man just board my plane #VirginAmerica #SFtoLAS,#VirginAmerica #SFtoLAS,positive
airfaredealsbtd,2017-02-26 23:19,1,0,$49* & up -- Nationwide One-Way Fares into June http:// bit.ly/2luFrMq #las #sfo #virginamerica pic.twitter.com/PxRofymB9E,#las #sfo #virginamerica,neutral
ianmsantos,2017-02-26 21:47,0,0,#Sunset #VirginAmerica #VXFLL #VX #FLL @virginamerica @Fort Lauderdale-Hollywood Internationalâ¦ https://www. instagram.com/p/BQ_7LiLjbLV/,#Sunset #VirginAmerica #VXFLL #VX #FLL,neutral
TheKasle,2017-02-26 19:51,0,0,Turns out Iâm as easy to operate as #virginamerica onboard entertainment. #vegas #thekasle pic.twitter.com/OOVipnJz3k,#virginamerica #vegas #thekasle,positive
CAS_Aviation,2017-02-26 15:53,0,0,"Virgin America's a321NEO, First Pics and More http:// travelupdate.boardingarea.com/virgin-america s-a321neo-first-pics-and-more/ â¦ #Airbus #virginamerica #neo #fly #aviation #cas",#Airbus #virginamerica #neo #fly #aviation #cas,positive
lesleongmy,2017-02-26 14:00,0,0,#virginamerica has good seating and is very comfortable plane. Liked it very much. Seated atâ¦ https://www. instagram.com/p/BQ_FpwPj38V/,#virginamerica,positive
julioloredo,2017-02-26 11:24,0,0,"Just when I thought I was going to chill. Lady, salmon salad at 8:15am? Just what I wanted to smell. Sick. #virginamerica pic.twitter.com/J7BBEYRcZU",#virginamerica,neutral
ChadJamesSpeaks,2017-02-25 20:11,0,0,How Frequent Fliers Can Take Advantage of the Alaska and Virgin America Merger http://www. travelandleisure.com/travel-tips/po ints-miles/alaska-virgin-america â¦ #MileagePLan #Elevate #VirginAmerica,#MileagePLan #Elevate #VirginAmerica,neutral
PrincessJillNH,2017-02-25 18:59,0,0,"Finally an update for the flight departing at 4:15, they have another plane, now to move the luggage, 1 more hour #virginamerica",#virginamerica,negative
rockinhair7,2017-02-25 17:46,0,0,Landing #virginamerica @Denver International Airport https://www. instagram.com/p/BQ86yzVAhQc/,#virginamerica,neutral
PrincessJillNH,2017-02-25 17:18,0,0,"Real issue is this area of terminal c is falling apart. #virginamerica needs to invest more here. Issues happen, I know, comfort helps.",#virginamerica,negative
PrincessJillNH,2017-02-25 17:13,0,0,Flight delayed another hour. Finally told us something. #virginAmerica sucks!,#virginAmerica,negative
PrincessJillNH,2017-02-25 16:58,0,0,"#virginAmerica way to go. The terminal is 95deg, flight delayed and no announcements or communication at all. Great experience once again...",#virginAmerica,negative
PrincessJillNH,2017-02-25 14:52,0,0,"Flight to SFO. Really wanted #jetblue but booked too late, stuck on #virginamerica , not nearly as nice... https://www. swarmapp.com/c/drtdQFHy3rA",#jetblue #virginamerica,negative
